"original","country","type","idREZE","department","apYear","apSerie","apID","date","journal"
"Maroc, NAT, 2021X 303331, 029","Maroc","NAT","2021X303331",29,"2021X","303","331",2021-08-05,"0180"
"Maroc, NAT, 2021X 004890, 092","Maroc","NAT","2021X004890",92,"2021X","004","890",2021-08-05,"0180"
"Maroc, NAT, 2021X 303486, 033","Maroc","NAT","2021X303486",33,"2021X","303","486",2021-08-05,"0180"
"Portugal, NAT, 2020X 034075, 092","Portugal","NAT","2020X034075",92,"2020X","034","075",2021-08-05,"0180"
"Maroc, NAT, 2020X 005036, 031","Maroc","NAT","2020X005036",31,"2020X","005","036",2021-08-05,"0180"
"Maroc, NAT, 2021X 006009, 075","Maroc","NAT","2021X006009",75,"2021X","006","009",2021-08-05,"0180"
"75015, EFF, 2020X 031366, 075","France","EFF","2020X031366",75,"2020X","031","366",2021-08-05,"0180"
"Portugal, NAT, 2021X 000484,  060","Portugal","NAT","2021X000484",60,"2021X","000","484",2021-08-05,"0180"
"Maroc, NAT, 2021X 005312, 031","Maroc","NAT","2021X005312",31,"2021X","005","312",2021-08-05,"0180"
"Maroc, NAT, 2021X 003365, 092","Maroc","NAT","2021X003365",92,"2021X","003","365",2021-08-05,"0180"
"Maroc, NAT, 2021X 007247, 075","Maroc","NAT","2021X007247",75,"2021X","007","247",2021-08-05,"0180"
"Algérie, NAT, 2021X 000964, 044","Algérie","NAT","2021X000964",44,"2021X","000","964",2021-08-05,"0180"
"République du Congo, NAT,  2021X 304034, 094","République du Congo","NAT","2021X304034",94,"2021X","304","034",2021-08-05,"0180"
"Cameroun, NAT, 2021X 005494, 092","Cameroun","NAT","2021X005494",92,"2021X","005","494",2021-08-05,"0180"
"Togo, NAT, 2021X 006142, 057","Togo","NAT","2021X006142",57,"2021X","006","142",2021-08-05,"0180"
"Espagne, NAT, 2021X 005867, 092","Espagne","NAT","2021X005867",92,"2021X","005","867",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 303800, 067","Côte d’Ivoire","NAT","2021X303800",67,"2021X","303","800",2021-08-05,"0180"
"Yougoslavie, NAT, 2020X 025324, 074","Yougoslavie","NAT","2020X025324",74,"2020X","025","324",2021-08-05,"0180"
"République Démocratique du Congo, NAT, 2021X  303939, 077","République Démocratique du Congo","NAT","2021X 303939",77,"2021X"," 30","393",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 304012, 094","Côte d’Ivoire","NAT","2021X304012",94,"2021X","304","012",2021-08-05,"0180"
"République Démocratique du Congo, NAT,  2021X 303796, 095","République Démocratique du Congo","NAT","2021X303796",95,"2021X","303","796",2021-08-05,"0180"
"Madagascar, NAT, 2021X 000983, 063","Madagascar","NAT","2021X000983",63,"2021X","000","983",2021-08-05,"0180"
"Roumanie, NAT, 2021X 304055, 067","Roumanie","NAT","2021X304055",67,"2021X","304","055",2021-08-05,"0180"
"Maroc, NAT, 2021X 006978, 078","Maroc","NAT","2021X006978",78,"2021X","006","978",2021-08-05,"0180"
"République Démocratique du Congo, EFF,  2021X 302005, 069","République Démocratique du Congo","EFF","2021X302005",69,"2021X","302","005",2021-08-05,"0180"
"République Démocratique du Congo, NAT, 2021X 302005,  069","République Démocratique du Congo","NAT","2021X302005",69,"2021X","302","005",2021-08-05,"0180"
"République Démocratique du Congo, EFF, 2021X  302005, 069","République Démocratique du Congo","EFF","2021X 302005",69,"2021X"," 30","200",2021-08-05,"0180"
"Comores, REI, 2021X 002599, 076","Comores","REI","2021X002599",76,"2021X","002","599",2021-08-05,"0180"
"République Démocratique du Congo, NAT, 2021X  304193, 091","République Démocratique du Congo","NAT","2021X 304193",91,"2021X"," 30","419",2021-08-05,"0180"
"Philippines, NAT, 2021X  017098, 075","Philippines","NAT","2021X 017098",75,"2021X"," 01","709",2021-08-05,"0180"
"Tunisie, NAT, 2021X 003065, 076","Tunisie","NAT","2021X003065",76,"2021X","003","065",2021-08-05,"0180"
"Cuba, NAT, 2021X 005021, 054","Cuba","NAT","2021X005021",54,"2021X","005","021",2021-08-05,"0180"
"Bénin, NAT, 2021X 301090, 078","Bénin","NAT","2021X301090",78,"2021X","301","090",2021-08-05,"0180"
"Roumanie, NAT, 2020X 022832, 083","Roumanie","NAT","2020X022832",83,"2020X","022","832",2021-08-05,"0180"
"République Démocratique du Congo, NAT, 2020X 019895, 093","République Démocratique du Congo","NAT","2020X019895",93,"2020X","019","895",2021-08-05,"0180"
"Maroc, NAT, 2021X 303273, 067","Maroc","NAT","2021X303273",67,"2021X","303","273",2021-08-05,"0180"
"77100, EFF, 2021X 000251, 077","France","EFF","2021X000251",77,"2021X","000","251",2021-08-05,"0180"
"Algérie, NAT, 2021X 000251, 077","Algérie","NAT","2021X000251",77,"2021X","000","251",2021-08-05,"0180"
"Tunisie, NAT, 2021X 006008, 075","Tunisie","NAT","2021X006008",75,"2021X","006","008",2021-08-05,"0180"
"Maroc, NAT, 2021X 000258, 058","Maroc","NAT","2021X000258",58,"2021X","000","258",2021-08-05,"0180"
"Algérie, REI, 2021X 005038, 084","Algérie","REI","2021X005038",84,"2021X","005","038",2021-08-05,"0180"
"Algérie, NAT, 2021X 303479, 072","Algérie","NAT","2021X303479",72,"2021X","303","479",2021-08-05,"0180"
"Maroc, NAT, 2021X 000361, 062","Maroc","NAT","2021X000361",62,"2021X","000","361",2021-08-05,"0180"
"Algérie, NAT, 2021X 001263, 028","Algérie","NAT","2021X001263",28,"2021X","001","263",2021-08-05,"0180"
"01100, EFF, 2021X 000195, 001","France","EFF","2021X000195",1,"2021X","000","195",2021-08-05,"0180"
"01100, EFF, 2021X 000195, 001","France","EFF","2021X000195",1,"2021X","000","195",2021-08-05,"0180"
"01100, EFF, 2021X 000195, 001","France","EFF","2021X000195",1,"2021X","000","195",2021-08-05,"0180"
"92200, EFF, 2021X 002111, 092","France","EFF","2021X002111",92,"2021X","002","111",2021-08-05,"0180"
"Maroc, NAT, 2021X 002111, 092","Maroc","NAT","2021X002111",92,"2021X","002","111",2021-08-05,"0180"
"Algérie, NAT, 2021X 000146, 014","Algérie","NAT","2021X000146",14,"2021X","000","146",2021-08-05,"0180"
"Algérie, NAT, 2021X 301317, 042","Algérie","NAT","2021X301317",42,"2021X","301","317",2021-08-05,"0180"
"République du Congo, NAT, 2021X 303645, 060","République du Congo","NAT","2021X303645",60,"2021X","303","645",2021-08-05,"0180"
"Maroc, NAT, 2021X 005946, 092","Maroc","NAT","2021X005946",92,"2021X","005","946",2021-08-05,"0180"
"Maroc, NAT, 2020X 033531, 092","Maroc","NAT","2020X033531",92,"2020X","033","531",2021-08-05,"0180"
"Algérie, NAT, 2021X 303655, 033","Algérie","NAT","2021X303655",33,"2021X","303","655",2021-08-05,"0180"
"Maroc, NAT, 2021X 006220, 092","Maroc","NAT","2021X006220",92,"2021X","006","220",2021-08-05,"0180"
"80090, NAT, 2021X 304513, 037","France","NAT","2021X304513",37,"2021X","304","513",2021-08-05,"0180"
"Maroc, NAT, 2021X 304276, 078","Maroc","NAT","2021X304276",78,"2021X","304","276",2021-08-05,"0180"
"Algérie, NAT, 2021X 303948, 075","Algérie","NAT","2021X303948",75,"2021X","303","948",2021-08-05,"0180"
"Maroc, EFF, 2021X 006162, 031","Maroc","EFF","2021X006162",31,"2021X","006","162",2021-08-05,"0180"
"Maroc, EFF, 2021X 006162, 031","Maroc","EFF","2021X006162",31,"2021X","006","162",2021-08-05,"0180"
"Maroc, NAT, 2021X 006162, 031","Maroc","NAT","2021X006162",31,"2021X","006","162",2021-08-05,"0180"
"92150, EFF, 2020X 033160, 092","France","EFF","2020X033160",92,"2020X","033","160",2021-08-05,"0180"
"Tunisie, NAT, 2020X 033160, 092","Tunisie","NAT","2020X033160",92,"2020X","033","160",2021-08-05,"0180"
"Maroc, NAT, 2021X 003364, 092","Maroc","NAT","2021X003364",92,"2021X","003","364",2021-08-05,"0180"
"72100, EFF, 2020X 023620, 041","France","EFF","2020X023620",41,"2020X","023","620",2021-08-05,"0180"
"Congo, NAT, 2020X 023620, 041","Congo","NAT","2020X023620",41,"2020X","023","620",2021-08-05,"0180"
"Maroc, NAT, 2021X 004627, 092","Maroc","NAT","2021X004627",92,"2021X","004","627",2021-08-05,"0180"
"Maroc, NAT, 2021X 003331, 013","Maroc","NAT","2021X003331",13,"2021X","003","331",2021-08-05,"0180"
"13200, EFF, 2021X 003331, 013","France","EFF","2021X003331",13,"2021X","003","331",2021-08-05,"0180"
"13200, EFF, 2021X 003331, 013","France","EFF","2021X003331",13,"2021X","003","331",2021-08-05,"0180"
"13200, EFF, 2021X 003331, 013","France","EFF","2021X003331",13,"2021X","003","331",2021-08-05,"0180"
"13200, EFF, 2021X 003331, 013","France","EFF","2021X003331",13,"2021X","003","331",2021-08-05,"0180"
"13200, EFF, 2021X 003331, 013","France","EFF","2021X003331",13,"2021X","003","331",2021-08-05,"0180"
"Maroc, NAT, 2021X 006252, 092","Maroc","NAT","2021X006252",92,"2021X","006","252",2021-08-05,"0180"
"Algérie, NAT, 2020X 018978, 013","Algérie","NAT","2020X018978",13,"2020X","018","978",2021-08-05,"0180"
"13012, EFF, 2020X 018978, 013","France","EFF","2020X018978",13,"2020X","018","978",2021-08-05,"0180"
"Maroc, NAT, 2021X 000330, 093","Maroc","NAT","2021X000330",93,"2021X","000","330",2021-08-05,"0180"
"Turquie, NAT, 2020X 035184, 062","Turquie","NAT","2020X035184",62,"2020X","035","184",2021-08-05,"0180"
"Algérie, NAT, 2021X 012156, 093","Algérie","NAT","2021X012156",93,"2021X","012","156",2021-08-05,"0180"
"Maroc, NAT, 2020X 027502, 059","Maroc","NAT","2020X027502",59,"2020X","027","502",2021-08-05,"0180"
"Royaume-Uni, NAT, 2020X 027635, 014","Royaume-Uni","NAT","2020X027635",14,"2020X","027","635",2021-08-05,"0180"
"Maroc, NAT, 2021X 003595, 092","Maroc","NAT","2021X003595",92,"2021X","003","595",2021-08-05,"0180"
"Maroc, NAT, 2021X 002512, 092","Maroc","NAT","2021X002512",92,"2021X","002","512",2021-08-05,"0180"
"Maroc, NAT, 2021X 000200, 025","Maroc","NAT","2021X000200",25,"2021X","000","200",2021-08-05,"0180"
"13008, EFF, 2021X 005394, 013","France","EFF","2021X005394",13,"2021X","005","394",2021-08-05,"0180"
"13008, EFF, 2021X 005394, 013","France","EFF","2021X005394",13,"2021X","005","394",2021-08-05,"0180"
"Royaume-Uni, NAT, 2021X 005338, 076","Royaume-Uni","NAT","2021X005338",76,"2021X","005","338",2021-08-05,"0180"
"Guinée, NAT, 2021X 302814, 033","Guinée","NAT","2021X302814",33,"2021X","302","814",2021-08-05,"0180"
"Mauritanie, NAT, 2021X 007008, 092","Mauritanie","NAT","2021X007008",92,"2021X","007","008",2021-08-05,"0180"
"Guinée, NAT, 2020X 019753, 075","Guinée","NAT","2020X019753",75,"2020X","019","753",2021-08-05,"0180"
"Mali, NAT, 2021X 303825, 075","Mali","NAT","2021X303825",75,"2021X","303","825",2021-08-05,"0180"
"92700, EFF, 2021X 007008, 092","France","EFF","2021X007008",92,"2021X","007","008",2021-08-05,"0180"
"Roumanie, NAT, 2020X 022897, 067","Roumanie","NAT","2020X022897",67,"2020X","022","897",2021-08-05,"0180"
"Moldavie, NAT, 2019X 035926, 087","Moldavie","NAT","2019X035926",87,"2019X","035","926",2021-08-05,"0180"
"95500, EFF, 2021X 302517, 095","France","EFF","2021X302517",95,"2021X","302","517",2021-08-05,"0180"
"95500, EFF, 2021X 302517, 095","France","EFF","2021X302517",95,"2021X","302","517",2021-08-05,"0180"
"Haïti, NAT, 2021X 302517, 095","Haïti","NAT","2021X302517",95,"2021X","302","517",2021-08-05,"0180"
"95500, EFF, 2021X 302517, 095","France","EFF","2021X302517",95,"2021X","302","517",2021-08-05,"0180"
"Royaume-Uni, NAT, 2020X 004517, 053","Royaume-Uni","NAT","2020X004517",53,"2020X","004","517",2021-08-05,"0180"
"68300, EFF, 2020X 032659, 068","France","EFF","2020X032659",68,"2020X","032","659",2021-08-05,"0180"
"Bosnie-Herzégovine, NAT, 2021X 006141, 074","Bosnie-Herzégovine","NAT","2021X006141",74,"2021X","006","141",2021-08-05,"0180"
"Haïti, NAT, 2021X 302518, 095","Haïti","NAT","2021X302518",95,"2021X","302","518",2021-08-05,"0180"
"Belgique, NAT, 2021X 006288, 075","Belgique","NAT","2021X006288",75,"2021X","006","288",2021-08-05,"0180"
"Liban, EFF, 2021X 009226, 031","Liban","EFF","2021X009226",31,"2021X","009","226",2021-08-05,"0180"
"Liban, NAT, 2021X 009226, 031","Liban","NAT","2021X009226",31,"2021X","009","226",2021-08-05,"0180"
"Liban, EFF, 2021X 009226, 031","Liban","EFF","2021X009226",31,"2021X","009","226",2021-08-05,"0180"
"Liban, EFF, 2021X 009226, 031","Liban","EFF","2021X009226",31,"2021X","009","226",2021-08-05,"0180"
"Tunisie, NAT, 2021X 005903, 092","Tunisie","NAT","2021X005903",92,"2021X","005","903",2021-08-05,"0180"
"Tunisie, NAT, 2021X 005908, 092","Tunisie","NAT","2021X005908",92,"2021X","005","908",2021-08-05,"0180"
"Algérie, NAT, 2020X 031739, 002","Algérie","NAT","2020X031739",2,"2020X","031","739",2021-08-05,"0180"
"Maroc, NAT, 2021X 304081, 063","Maroc","NAT","2021X304081",63,"2021X","304","081",2021-08-05,"0180"
"63100, EFF, 2021X 304081, 063","France","EFF","2021X304081",63,"2021X","304","081",2021-08-05,"0180"
"Maroc, NAT, 2021X 302485, 060","Maroc","NAT","2021X302485",60,"2021X","302","485",2021-08-05,"0180"
"Maroc, NAT, 2019X 040131, 078","Maroc","NAT","2019X040131",78,"2019X","040","131",2021-08-05,"0180"
"Tunisie, NAT, 2021X 004887, 092","Tunisie","NAT","2021X004887",92,"2021X","004","887",2021-08-05,"0180"
"Koweït, NAT, 2021X 001259, 077","Koweït","NAT","2021X001259",77,"2021X","001","259",2021-08-05,"0180"
"Algérie, REI, 2021X 303240, 034","Algérie","REI","2021X303240",34,"2021X","303","240",2021-08-05,"0180"
"Tunisie, NAT, 2021X 003369, 092","Tunisie","NAT","2021X003369",92,"2021X","003","369",2021-08-05,"0180"
"Tunisie, NAT, 2021X 304111, 075","Tunisie","NAT","2021X304111",75,"2021X","304","111",2021-08-05,"0180"
"Tunisie, NAT, 2021X 006350, 092","Tunisie","NAT","2021X006350",92,"2021X","006","350",2021-08-05,"0180"
"Maroc, NAT, 2019X 043241, 057","Maroc","NAT","2019X043241",57,"2019X","043","241",2021-08-05,"0180"
"Algérie, NAT, 2021X 303243, 034","Algérie","NAT","2021X303243",34,"2021X","303","243",2021-08-05,"0180"
"Algérie, EFF, 2021X 302914, 061","Algérie","EFF","2021X302914",61,"2021X","302","914",2021-08-05,"0180"
"Algérie, EFF, 2021X 302914, 061","Algérie","EFF","2021X302914",61,"2021X","302","914",2021-08-05,"0180"
"Laos, NAT, 2021X 303008, 039","Laos","NAT","2021X303008",39,"2021X","303","008",2021-08-05,"0180"
"Pakistan, NAT, 2021X 000773, 093","Pakistan","NAT","2021X000773",93,"2021X","000","773",2021-08-05,"0180"
"Maroc, NAT, 2021X 002112, 092","Maroc","NAT","2021X002112",92,"2021X","002","112",2021-08-05,"0180"
"Algérie, REI, 2020X 030595, 093","Algérie","REI","2020X030595",93,"2020X","030","595",2021-08-05,"0180"
"Algérie, EFF, 2020X 030595, 093","Algérie","EFF","2020X030595",93,"2020X","030","595",2021-08-05,"0180"
"Roumanie, NAT, 2021X 006238, 075","Roumanie","NAT","2021X006238",75,"2021X","006","238",2021-08-05,"0180"
"Algérie, NAT, 2021X 006015, 075","Algérie","NAT","2021X006015",75,"2021X","006","015",2021-08-05,"0180"
"Algérie, NAT, 2021X 004816, 075","Algérie","NAT","2021X004816",75,"2021X","004","816",2021-08-05,"0180"
"Algérie, NAT, 2020X 032223, 037","Algérie","NAT","2020X032223",37,"2020X","032","223",2021-08-05,"0180"
"Tunisie, NAT, 2021X 004846, 075","Tunisie","NAT","2021X004846",75,"2021X","004","846",2021-08-05,"0180"
"Cambodge, NAT, 2021X 002722, 073","Cambodge","NAT","2021X002722",73,"2021X","002","722",2021-08-05,"0180"
"Sri Lanka, NAT, 2020X 033592, 093","Sri Lanka","NAT","2020X033592",93,"2020X","033","592",2021-08-05,"0180"
"Maroc, NAT, 2020X 035227, 091","Maroc","NAT","2020X035227",91,"2020X","035","227",2021-08-05,"0180"
"Cameroun, NAT, 2021X 302930, 093","Cameroun","NAT","2021X302930",93,"2021X","302","930",2021-08-05,"0180"
"75019, EFF, 2021X 005355, 075","France","EFF","2021X005355",75,"2021X","005","355",2021-08-05,"0180"
"75018, EFF, 2020X 028903, 092","France","EFF","2020X028903",92,"2020X","028","903",2021-08-05,"0180"
"95100, EFF, 2021X 003957, 095","France","EFF","2021X003957",95,"2021X","003","957",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 005355, 075","Côte d’Ivoire","NAT","2021X005355",75,"2021X","005","355",2021-08-05,"0180"
"Mali, NAT, 2021X 000832, 093","Mali","NAT","2021X000832",93,"2021X","000","832",2021-08-05,"0180"
"95100, EFF, 2021X 003957, 095","France","EFF","2021X003957",95,"2021X","003","957",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 303870, 091","Côte d’Ivoire","NAT","2021X303870",91,"2021X","303","870",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 303617, 075","Côte d’Ivoire","NAT","2021X303617",75,"2021X","303","617",2021-08-05,"0180"
"95100, EFF, 2021X 003957, 095","France","EFF","2021X003957",95,"2021X","003","957",2021-08-05,"0180"
"Sénégal, NAT, 2021X 303803, 095","Sénégal","NAT","2021X303803",95,"2021X","303","803",2021-08-05,"0180"
"67130, NAT, 2021X 003606, 067","France","NAT","2021X003606",67,"2021X","003","606",2021-08-05,"0180"
"Guinée, NAT, 2020X 027986, 054","Guinée","NAT","2020X027986",54,"2020X","027","986",2021-08-05,"0180"
"91100, EFF, 2020X 029956, 091","France","EFF","2020X029956",91,"2020X","029","956",2021-08-05,"0180"
"91100, EFF, 2020X 029956, 091","France","EFF","2020X029956",91,"2020X","029","956",2021-08-05,"0180"
"Portugal, NAT, 2020X 034231,  089","Portugal","NAT","2020X034231",89,"2020X","034","231",2021-08-05,"0180"
"75013, EFF, 2021X 303825, 075","France","EFF","2021X303825",75,"2021X","303","825",2021-08-05,"0180"
"75020, EFF, 2021X 003802, 075","France","EFF","2021X003802",75,"2021X","003","802",2021-08-05,"0180"
"Sénégal, NAT, 2020X 034335, 006","Sénégal","NAT","2020X034335",6,"2020X","034","335",2021-08-05,"0180"
"75013, EFF, 2021X 303825, 075","France","EFF","2021X303825",75,"2021X","303","825",2021-08-05,"0180"
"Portugal, NAT, 2020X  024608, 028","Portugal","NAT","2020X 024608",28,"2020X"," 02","460",2021-08-05,"0180"
"Portugal, NAT, 2021X 000806,  045","Portugal","NAT","2021X000806",45,"2021X","000","806",2021-08-05,"0180"
"60300, EFF, 2021X 302925, 060","France","EFF","2021X302925",60,"2021X","302","925",2021-08-05,"0180"
"80090, EFF, 2021X 302925, 060","France","EFF","2021X302925",60,"2021X","302","925",2021-08-05,"0180"
"Mali, NAT, 2020X 030599, 093","Mali","NAT","2020X030599",93,"2020X","030","599",2021-08-05,"0180"
"Sénégal, NAT, 2021X 000277, 067","Sénégal","NAT","2021X000277",67,"2021X","000","277",2021-08-05,"0180"
"Tunisie, NAT, 2020X 026742, 075","Tunisie","NAT","2020X026742",75,"2020X","026","742",2021-08-05,"0180"
"69007, EFF, 2020X 035080, 069","France","EFF","2020X035080",69,"2020X","035","080",2021-08-05,"0180"
"Syrie, NAT, 2020X 035080, 069","Syrie","NAT","2020X035080",69,"2020X","035","080",2021-08-05,"0180"
"Algérie, NAT, 2020X 031910, 044","Algérie","NAT","2020X031910",44,"2020X","031","910",2021-08-05,"0180"
"Algérie, NAT, 2019X 025528, 059","Algérie","NAT","2019X025528",59,"2019X","025","528",2021-08-05,"0180"
"Russie, NAT, 2021X 304101, 075","Russie","NAT","2021X304101",75,"2021X","304","101",2021-08-05,"0180"
"78120, EFF, 2020X 029669, 028","France","EFF","2020X029669",28,"2020X","029","669",2021-08-05,"0180"
"93140, EFF, 2020X 029669, 028","France","EFF","2020X029669",28,"2020X","029","669",2021-08-05,"0180"
"Tunisie, NAT, 2021X 005898, 092","Tunisie","NAT","2021X005898",92,"2021X","005","898",2021-08-05,"0180"
"Serbie, NAT, 2021X 001258, 077","Serbie","NAT","2021X001258",77,"2021X","001","258",2021-08-05,"0180"
"77600, EFF, 2021X 001258, 077","France","EFF","2021X001258",77,"2021X","001","258",2021-08-05,"0180"
"77100, EFF, 2021X 001258, 077","France","EFF","2021X001258",77,"2021X","001","258",2021-08-05,"0180"
"Vietnam, NAT, 2021X 006048, 092","Vietnam","NAT","2021X006048",92,"2021X","006","048",2021-08-05,"0180"
"Ethiopie, NAT, 2021X 304118, 025","Ethiopie","NAT","2021X304118",25,"2021X","304","118",2021-08-05,"0180"
"Vietnam, NAT, 2021X 006231, 075","Vietnam","NAT","2021X006231",75,"2021X","006","231",2021-08-05,"0180"
"Belgique, NAT, 2021X 303364, 059","Belgique","NAT","2021X303364",59,"2021X","303","364",2021-08-05,"0180"
"Sénégal, NAT, 2021X 304189, 091","Sénégal","NAT","2021X304189",91,"2021X","304","189",2021-08-05,"0180"
"Haïti, NAT, 2021X 302983, 067","Haïti","NAT","2021X302983",67,"2021X","302","983",2021-08-05,"0180"
"Colombie, NAT, 2021X 303291, 069","Colombie","NAT","2021X303291",69,"2021X","303","291",2021-08-05,"0180"
"77010, NAT, 2020X 012278, 094","France","NAT","2020X012278",94,"2020X","012","278",2021-08-05,"0180"
"Portugal, NAT, 2021X 000485, 060","Portugal","NAT","2021X000485",60,"2021X","000","485",2021-08-05,"0180"
"76100, NAT, 2021X 009249, 076","France","NAT","2021X009249",76,"2021X","009","249",2021-08-05,"0180"
"Cuba, NAT, 2021X 005023, 054","Cuba","NAT","2021X005023",54,"2021X","005","023",2021-08-05,"0180"
"Brésil, NAT, 2020X 031366, 075","Brésil","NAT","2020X031366",75,"2020X","031","366",2021-08-05,"0180"
"République centrafricaine, NAT, 2021X 304122, 057","République centrafricaine","NAT","2021X304122",57,"2021X","304","122",2021-08-05,"0180"
"Algérie, REI, 2020X 007190, 095","Algérie","REI","2020X007190",95,"2020X","007","190",2021-08-05,"0180"
